CustomerID,Recency,Frequency,Monetary,RFM_Recency,RFM_Frequency,RFM_Monetary,RFM_Score
26645,3425,2,2800.44,1,2,2,122
26309,3747,2,2800.44,5,1,2,512
26306,3741,2,2800.44,5,1,2,512
23101,3568,2,2795.01,3,1,2,312
17775,3611,2,2793.91,4,2,2,422
17743,3677,2,2793.52,5,1,2,512
18021,3466,2,2793.52,2,2,2,222
18633,3479,2,2793.5,2,2,2,222
17972,3524,2,2791.53,3,2,2,322
17974,3503,2,2791.46,3,2,2,322
26627,3511,2,2791.45,3,2,2,322
26344,3663,2,2791.45,5,1,2,512
26614,3604,2,2791.45,4,2,2,422
17720,3661,2,2790.53,4,1,2,412
24168,3501,2,2790.52,2,2,2,222
23994,3535,2,2790.52,3,2,2,322
24166,3519,2,2789.52,3,2,2,322
17892,3558,2,2787.51,3,1,2,312
14948,3599,2,2786.52,4,2,2,422
13721,3494,2,2786.52,2,2,2,222
14267,3482,2,2786.41,2,2,2,222
22399,3643,2,2785.05,4,2,2,422
15061,3555,2,2781.54,3,1,2,312
17943,3539,2,2781.54,3,2,2,322
16252,3461,2,2781.54,2,2,2,222
15002,3543,2,2781.54,3,2,2,322
15457,3507,2,2781.54,3,2,2,322
17897,3537,2,2779.91,3,2,2,322
16268,3418,2,2778.82,1,2,2,122
16269,3422,2,2778.82,1,2,2,122
14946,3602,2,2778.52,4,2,2,422
16289,3407,2,2778.52,1,2,2,122
17990,3484,2,2778.52,2,2,2,222
13715,3510,2,2778.52,3,2,2,322
17962,3536,2,2777.52,3,2,2,322
17752,3588,2,2776.41,4,1,2,412
15663,3438,2,2771.54,1,2,2,122
16270,3431,2,2771.52,1,2,2,122
24173,3504,2,2771.52,3,2,2,322
15070,3505,2,2770.82,3,2,2,322
24248,3505,2,2770.52,3,2,2,322
15664,3441,2,2770.52,1,2,2,122
24257,3487,2,2770.52,2,2,2,222
22411,3593,2,2770.52,4,1,2,412
23097,3556,2,2770.52,3,1,2,312
22408,3610,2,2770.52,4,2,2,422
21389,3645,2,2770.52,4,2,2,422
17109,3699,2,2769.4,5,1,2,512
16288,3423,2,2768.53,1,2,2,122
17755,3634,2,2768.53,4,2,2,422
17098,3751,2,2768.53,5,1,2,512
17744,3649,2,2765.53,4,2,2,422
14272,3483,2,2765.4,2,2,2,222
19289,3456,2,2765.4,2,2,2,222
17932,3531,2,2765.4,3,2,2,322
19283,3441,2,2764.41,1,2,2,122
17803,3615,2,2761.02,4,1,2,412
17095,3693,2,2760.41,5,1,2,512
24164,3541,2,2760.02,3,2,2,322
16197,3463,2,2756.54,2,2,2,222
24159,3542,2,2756.54,3,2,2,322
24005,3544,2,2756.54,3,2,2,322
24249,3499,2,2756.54,2,2,2,222
15451,3508,2,2756.54,3,2,2,322
24242,3521,2,2756.54,3,2,2,322
23998,3549,2,2756.54,3,1,2,312
24163,3548,2,2756.54,3,1,2,312
22582,3573,2,2756.54,3,1,2,312
26200,3582,2,2756.54,4,1,2,412
22986,3570,2,2756.54,3,1,2,312
22407,3609,2,2756.54,4,2,2,422
16259,3425,2,2756.54,1,2,2,122
15072,3501,2,2755.54,2,2,2,222
14354,3464,2,2755.42,2,2,2,222
19286,3452,2,2755.42,2,2,2,222
14088,3625,2,2755.42,4,2,2,422
17754,3601,2,2755.42,4,2,2,422
17827,3561,2,2755.42,3,1,2,312
14965,3563,2,2753.82,3,1,2,312
18625,3475,2,2753.82,2,2,2,222
15655,3474,2,2753.82,2,2,2,222
17890,3558,2,2753.52,3,1,2,312
17830,3561,2,2751.42,3,1,2,312
17646,3628,2,2751.42,4,2,2,422
17773,3588,2,2751.42,4,1,2,412
14083,3692,2,2751.42,5,1,2,512
16942,3719,2,2751.42,5,1,2,512
17944,3536,2,2751.42,3,2,2,322
19285,3446,2,2751.42,2,2,2,222
17900,3543,2,2751.42,3,2,2,322
17831,3580,2,2750.4,4,1,2,412
26202,3577,2,2749.32,3,1,2,312
25971,3631,2,2749.32,4,2,2,422
22581,3612,2,2749.32,4,2,2,422
24266,3492,2,2749.32,2,2,2,222
17959,3530,2,2748.83,3,2,2,322
15071,3505,2,2746.55,3,2,2,322
15454,3519,2,2746.55,3,2,2,322
15651,3438,2,2746.55,1,2,2,122
15460,3470,2,2746.55,2,2,2,222
14966,3564,2,2746.55,3,1,2,312
16051,3424,2,2746.55,1,2,2,122
14848,3724,2,2746.55,5,1,2,512
22409,3611,2,2746.04,4,2,2,422
24009,3545,2,2746.04,3,2,2,322
17794,3601,2,2745.82,4,2,2,422
22170,3644,2,2745.33,4,2,2,422
21387,3619,2,2745.33,4,1,2,412
23323,3558,2,2745.33,3,1,2,312
23098,3560,2,2745.33,3,1,2,312
24271,3471,2,2745.33,2,2,2,222
24002,3541,2,2744.52,3,2,2,322
24252,3493,2,2744.52,2,2,2,222
23996,3544,2,2744.52,3,2,2,322
23314,3569,2,2744.52,3,1,2,312
25989,3616,2,2744.52,4,1,2,412
20997,3671,2,2744.52,5,1,2,512
24004,3548,2,2744.52,3,1,2,312
17747,3654,2,2743.53,4,1,2,412
22577,3587,2,2743.04,4,1,2,412
24175,3508,2,2743.04,3,2,2,322
19257,3465,2,2739.9,2,2,2,222
24250,3502,2,2738.49,2,2,2,222
22400,3625,2,2737.82,4,2,2,422
13704,3609,2,2736.53,4,2,2,422
17714,3642,2,2736.42,4,2,2,422
17641,3631,2,2736.42,4,2,2,422
17739,3601,2,2736.42,4,2,2,422
17891,3549,2,2736.42,3,1,2,312
17634,3655,2,2736.42,4,1,2,412
19284,3465,2,2736.42,2,2,2,222
14268,3467,2,2736.42,2,2,2,222
18047,3484,2,2736.42,2,2,2,222
19321,3432,2,2736.42,1,2,2,122
19288,3459,2,2736.42,2,2,2,222
24272,3492,2,2735.53,2,2,2,222
24169,3525,2,2735.53,3,2,2,322
24172,3520,2,2735.53,3,2,2,322
20999,3662,2,2735.53,4,1,2,412
22578,3599,2,2735.53,4,2,2,422
25408,3619,2,2735.53,4,1,2,412
22173,3641,2,2735.53,4,2,2,422
21380,3645,2,2735.53,4,2,2,422
17950,3551,2,2732.7,3,1,2,312
17080,3710,2,2732.7,5,1,2,512
17633,3672,2,2732.7,5,1,2,512
19188,3443,2,2732.7,1,2,2,122
16052,3408,2,2731.54,1,2,2,122
15079,3508,2,2731.54,3,2,2,322
13069,3671,2,2731.54,5,1,2,512
23324,3579,2,2730.54,4,1,2,412
23320,3576,2,2730.54,3,1,2,312
23999,3553,2,2730.54,3,1,2,312
26113,3566,2,2730.54,3,1,2,312
23102,3571,2,2730.54,3,1,2,312
22579,3614,2,2730.54,4,1,2,412
24008,3537,2,2730.54,3,2,2,322
19314,3412,2,2730.41,1,2,2,122
17787,3571,2,2726.42,3,1,2,312
22402,3620,2,2721.55,4,1,2,412
21000,3620,2,2721.55,4,1,2,412
25992,3604,2,2721.55,4,2,2,422
22576,3605,2,2721.55,4,2,2,422
22573,3607,2,2721.55,4,2,2,422
22171,3632,2,2721.55,4,2,2,422
25288,3629,2,2721.55,4,2,2,422
14925,3679,2,2721.55,5,1,2,512
14930,3678,2,2721.55,5,1,2,512
16253,3446,2,2721.55,2,2,2,222
24273,3473,2,2721.55,2,2,2,222
24177,3525,2,2721.55,3,2,2,322
24247,3523,2,2721.55,3,2,2,322
24006,3534,2,2721.55,3,2,2,322
29829,3495,4,2719.22,2,1,2,212
17756,3616,2,2715.41,4,1,2,412
17770,3614,2,2715.41,4,1,2,412
17894,3532,2,2710.42,3,2,2,322
17885,3542,2,2701.43,3,2,2,322
14109,3540,2,2701.43,3,2,2,322
19316,3434,2,2701.43,1,2,2,122
19254,3439,2,2701.43,1,2,2,122
19274,3444,2,2701.43,1,2,2,122
17716,3631,2,2701.43,4,2,2,422
17099,3695,2,2701.43,5,1,2,512
16161,3560,2,2700.05,3,1,2,312
13025,3408,2,2690.4,1,2,2,122
21400,3628,2,2688.89,4,2,2,422
15830,3679,2,2680.38,5,1,2,512
13036,3429,2,2677.07,1,2,2,122
29638,3434,4,2676.65,1,1,2,112
29412,3686,2,2671.88,5,1,2,512
21331,3756,2,2670.89,5,1,2,512
15790,3709,2,2668.38,5,1,2,512
13021,3427,2,2668.38,1,2,2,122
12578,3471,2,2668.08,2,2,2,222
12575,3497,2,2668.08,2,2,2,222
12573,3524,2,2668.08,3,2,2,322
13024,3432,2,2665.06,1,2,2,122
12589,3455,2,2665.06,2,2,2,222
13156,3406,2,2663.69,1,2,2,122
21501,3758,2,2661.4,5,1,2,512
12570,3543,2,2654.06,3,2,2,322
12576,3505,2,2653.07,3,2,2,322
21595,3636,2,2649.56,4,2,2,422
21655,3684,2,2648.07,5,1,2,512
21354,3672,2,2646.4,5,1,2,512
12583,3484,2,2646.4,2,2,2,222
12581,3477,2,2646.4,2,2,2,222
15831,3703,2,2646.36,5,1,2,512
21652,3737,2,2646.06,5,1,2,512
15792,3682,2,2645.4,5,1,2,512
16160,3598,2,2644.07,4,2,2,422
13022,3424,2,2644.02,1,2,2,122
13018,3449,2,2642.38,2,2,2,222
21658,3482,2,2641.89,2,2,2,222
16163,3520,2,2641.39,3,2,2,322
12571,3551,2,2641.39,3,1,2,312
27937,3690,1,2641.23,5,5,2,552
29388,3733,2,2639.18,5,1,2,512
16164,3510,2,2639.08,3,2,2,322
12588,3460,2,2639.08,2,2,2,222
22430,3770,1,2638.94,5,5,2,552
13518,3420,2,2638.36,1,2,2,122
13035,3432,2,2638.06,1,2,2,122
21582,3645,2,2638.06,4,2,2,422
12586,3440,2,2636.41,1,2,2,122
12584,3447,2,2633.39,2,2,2,222
12585,3457,2,2629.07,2,2,2,222
21336,3662,2,2628.35,5,1,2,512
12574,3504,2,2626.39,3,2,2,322
21352,3668,2,2625.39,5,1,2,512
21629,3474,2,2624.08,2,2,2,222
21642,3477,2,2620.4,2,2,2,222
21620,3589,2,2620.4,4,1,2,412
20036,3751,1,2618.62,5,5,2,552
21621,3580,2,2616.86,4,1,2,412
21332,3727,2,2616.86,5,1,2,512
12577,3504,2,2614.08,3,2,2,322
29603,3434,4,2612.26,1,1,2,112
21622,3509,2,2612.06,3,2,2,322
12572,3513,2,2611.41,3,2,2,322
28757,3744,2,2611.41,5,1,2,512
15832,3671,2,2611.41,5,1,2,512
15833,3644,2,2611.41,4,2,2,422
21618,3735,2,2611.07,5,1,2,512
21613,3597,2,2610.58,4,1,2,412
17949,3435,3,2606.25,1,1,2,112
28758,3762,2,2603.07,5,1,2,512
20037,3740,1,2595.95,5,5,2,552
18011,3477,2,2590.36,2,2,2,222
12580,3474,2,2589.09,2,2,2,222
12579,3483,2,2589.09,2,2,2,222
13020,3417,2,2589.09,1,2,2,122
29389,3695,2,2589.09,5,1,2,512
29390,3696,2,2589.09,5,1,2,512
21589,3628,2,2589.09,4,2,2,422
21614,3598,2,2589.09,4,2,2,422
14730,3406,2,2588.07,1,2,2,122
27944,3619,1,2578.91,4,4,2,442
16373,3661,1,2578.43,4,5,2,452
21104,3630,2,2566.95,4,2,2,422
20834,3754,2,2566.95,5,1,2,512
21040,3743,2,2566.95,5,1,2,512
22501,3597,1,2566.8,4,5,2,452
20346,3657,1,2564.92,4,5,2,452
16790,3408,1,2564.92,1,3,2,132
16118,3473,1,2563.91,2,3,2,232
16366,3452,1,2563.35,2,3,2,232
24573,3627,1,2563.35,4,4,2,442
20405,3629,1,2563.35,4,4,2,442
22647,3526,1,2563.35,3,3,2,332
19319,3411,2,2562.46,1,2,2,122
20848,3711,2,2558.46,5,1,2,512
20850,3693,2,2556.94,5,1,2,512
24847,3599,1,2552.82,4,4,2,442
17973,3517,2,2551.36,3,2,2,322
19296,3410,2,2547.95,1,2,2,122
19276,3407,2,2547.95,1,2,2,122
21036,3616,2,2547.95,4,1,2,412
21056,3744,2,2547.95,5,1,2,512
20837,3741,2,2547.95,5,1,2,512
20982,3767,2,2546.96,5,1,2,512
20852,3661,2,2546.96,4,1,2,412
20324,3679,1,2543.44,5,5,2,552
26399,3709,1,2543.44,5,5,2,552
23606,3751,1,2543.44,5,5,2,552
20869,3624,2,2542.96,4,2,2,422
21053,3600,2,2542.96,4,2,2,422
19297,3409,2,2542.96,1,2,2,122
20545,3541,1,2542.31,3,3,2,332
20838,3722,2,2541.94,5,1,2,512
16778,3467,1,2541.32,2,3,2,232
21106,3643,2,2537.97,4,2,2,422
21027,3611,2,2537.97,4,2,2,422
19318,3421,2,2537.97,1,2,2,122
19280,3421,2,2537.97,1,2,2,122
19315,3431,2,2537.97,1,2,2,122
25774,3520,1,2537.32,3,2,2,322
23765,3684,1,2535.81,5,5,2,552
19293,3429,2,2533.97,1,2,2,122
21044,3612,2,2533.97,4,2,2,422
21034,3604,2,2533.97,4,2,2,422
20886,3642,2,2533.97,4,2,2,422
21105,3637,2,2533.97,4,2,2,422
21071,3583,2,2533.97,4,1,2,412
20832,3743,2,2533.97,5,1,2,512
24534,3705,1,2533.93,5,5,2,552
19313,3412,2,2533.46,1,2,2,122
28902,3558,1,2529.93,3,4,2,342
16140,3683,1,2528.33,5,5,2,552
20339,3681,1,2528.33,5,5,2,552
20412,3642,1,2528.33,4,4,2,442
20385,3632,1,2528.33,4,4,2,442
21011,3598,2,2527.96,4,1,2,412
20890,3595,2,2527.96,4,1,2,412
27924,3679,1,2525.94,5,5,2,552
16231,3756,1,2525.94,5,5,2,552
22690,3469,1,2523.92,2,3,2,232
20476,3614,1,2521.31,4,4,2,442
19661,3452,1,2521.27,2,3,2,232
19282,3420,2,2520.91,1,2,2,122
20345,3665,1,2520.83,5,5,2,552
26381,3747,1,2520.83,5,5,2,552
24860,3600,1,2520.31,4,4,2,442
22595,3580,1,2519.93,4,5,2,452
13472,3592,1,2518.98,4,5,2,452
19292,3416,2,2518.97,1,2,2,122
19309,3417,2,2518.97,1,2,2,122
19181,3446,2,2518.97,2,2,2,222
19256,3447,2,2518.97,2,2,2,222
21668,3595,2,2518.97,4,1,2,412
20851,3660,2,2518.97,4,1,2,412
20875,3626,2,2518.97,4,2,2,422
20885,3626,2,2518.97,4,2,2,422
20880,3632,2,2518.97,4,2,2,422
20872,3625,2,2518.97,4,2,2,422
20933,3605,2,2518.97,4,2,2,422
29743,3617,4,2518.5,4,1,2,412
16004,3513,1,2518.25,3,3,2,332
25762,3520,1,2517.02,3,2,2,322
21018,3617,2,2515.25,4,1,2,412
21093,3706,2,2515.25,5,1,2,512
20975,3591,2,2515.25,4,1,2,412
20465,3611,1,2514.93,4,4,2,442
16361,3697,1,2514.93,5,5,2,552
16237,3706,1,2514.93,5,5,2,552
22449,3712,1,2514.93,5,5,2,552
24066,3486,1,2514.93,2,3,2,232
24549,3652,1,2514.93,4,4,2,442
25769,3745,1,2514.93,5,5,2,552
25776,3477,1,2514.61,2,3,2,232
20824,3769,2,2512.96,5,1,2,512
16752,3538,1,2512.32,3,3,2,332
20303,3684,1,2512.32,5,5,2,552
20462,3607,1,2512.32,4,4,2,442
20348,3669,1,2511.32,5,5,2,552
24537,3707,1,2511.32,5,5,2,552
22664,3486,1,2511.32,2,3,2,232
21092,3723,2,2511.26,5,1,2,512
20839,3728,2,2511.26,5,1,2,512
23608,3713,1,2510.94,5,5,2,552
25637,3553,1,2510.94,3,4,2,342
20859,3630,2,2508.97,4,2,2,422
19287,3408,2,2508.97,1,2,2,122
21060,3561,2,2508.47,3,1,2,312
24795,3477,1,2507.03,2,3,2,232
21103,3690,2,2506.95,5,1,2,512
26038,3526,1,2503.03,3,3,2,332
20199,3716,1,2502.83,5,5,2,552
17156,3457,1,2502.27,2,3,2,232
25805,3438,1,2501.31,1,3,2,132
24868,3569,1,2501.31,3,4,2,342
11015,3749,1,2500.97,5,5,2,552
20640,3538,1,2498.34,3,3,2,332
21020,3616,2,2497.96,4,1,2,412
21012,3601,2,2497.96,4,2,2,422
18848,3420,1,2496.27,1,4,2,142
25756,3565,1,2493.54,3,4,2,342
24662,3723,1,2493.54,5,5,2,552
20323,3687,1,2492.32,5,5,2,552
22465,3656,1,2492.32,4,5,2,452
20543,3556,1,2492.32,3,4,2,342
22632,3547,1,2492.32,3,4,2,342
16751,3566,1,2492.32,3,4,2,342
20461,3615,1,2492.32,4,4,2,442
24067,3494,1,2492.32,2,3,2,232
21858,3747,1,2492.32,5,5,2,552
24523,3729,1,2492.02,5,5,2,552
24734,3691,1,2492.02,5,5,2,552
16365,3447,1,2490.18,2,3,2,232
22445,3743,1,2490.18,5,5,2,552
20180,3766,1,2487.89,5,5,2,552
20649,3416,1,2487.89,1,4,2,142
24558,3649,1,2487.33,4,4,2,442
24577,3626,1,2487.33,4,4,2,442
24583,3600,1,2487.33,4,4,2,442
24883,3763,1,2487.33,5,5,2,552
21857,3743,1,2487.33,5,5,2,552
29532,4043,1,2485.7,5,5,2,552
18010,3471,2,2485.07,2,2,2,222
19174,3442,2,2483.98,1,2,2,122
19255,3452,2,2483.98,2,2,2,222
19295,3426,2,2483.98,1,2,2,122
21130,3603,2,2483.98,4,2,2,422
21669,3563,2,2483.98,3,1,2,312
20856,3660,2,2483.98,4,1,2,412
21067,3572,2,2483.98,3,1,2,312
21039,3744,2,2483.98,5,1,2,512
24632,3588,1,2483.03,4,5,2,452
24522,3732,1,2482.56,5,5,2,552
23597,3740,1,2482.23,5,5,2,552
25795,3759,1,2482.23,5,5,2,552
20472,3589,1,2482.23,4,5,2,452
20495,3598,1,2482.23,4,4,2,442
16364,3654,1,2482.23,4,5,2,452
16362,3659,1,2482.23,4,5,2,452
24040,3579,1,2482.23,4,5,2,452
16372,3673,1,2482.23,5,5,2,552
20382,3647,1,2482.23,4,4,2,442
20386,3639,1,2482.23,4,4,2,442
20442,3632,1,2482.23,4,4,2,442
16782,3486,1,2482.23,2,3,2,232
24092,3462,1,2481.82,2,3,2,232
22692,3448,1,2481.82,2,3,2,232
22500,3632,1,2481.82,4,4,2,442
16363,3689,1,2481.82,5,5,2,552
23630,3722,1,2481.82,5,5,2,552
23618,3728,1,2481.82,5,5,2,552
25192,3635,1,2480.99,4,4,2,442
22448,3715,1,2479.94,5,5,2,552
23636,3714,1,2479.94,5,5,2,552
16747,3586,1,2479.94,4,5,2,452
24569,3619,1,2479.94,4,4,2,442
27952,3589,1,2479.94,4,5,2,452
16762,3502,1,2479.94,2,3,2,232
20200,3739,1,2479.94,5,5,2,552
25780,3745,1,2479.94,5,5,2,552
25793,3767,1,2479.94,5,5,2,552
25779,3764,1,2479.94,5,5,2,552
19357,3426,2,2478.57,1,2,2,122
16770,3517,1,2478.34,3,2,2,322
25481,3578,1,2478.34,4,5,2,452
24865,3561,1,2478.34,3,4,2,342
20527,3564,1,2478.34,3,4,2,342
20496,3564,1,2478.34,3,4,2,342
20210,3719,1,2478.34,5,5,2,552
23776,3691,1,2478.34,5,5,2,552
16375,3632,1,2478.34,4,4,2,442
16490,3628,1,2478.34,4,4,2,442
16670,3624,1,2478.34,4,4,2,442
26206,3410,1,2478.34,1,4,2,142
24091,3438,1,2478.34,1,3,2,132
22808,3748,1,2478.34,5,5,2,552
23234,3768,1,2478.34,5,5,2,552
22312,3756,1,2478.24,5,5,2,552
22524,3612,1,2478.24,4,4,2,442
20638,3543,1,2478.24,3,3,2,332
25423,3611,1,2478.04,4,4,2,442
24735,3694,1,2478.04,5,5,2,552
28961,3665,1,2478.04,5,5,2,552
28962,3657,1,2477.53,4,5,2,452
16232,3719,1,2475.95,5,5,2,552
28876,3604,1,2475.95,4,4,2,442
25796,3488,1,2475.95,2,3,2,232
20376,3651,1,2475.95,4,4,2,442
16761,3503,1,2475.95,2,3,2,232
22648,3518,1,2475.95,3,3,2,332
22822,3767,1,2475.95,5,5,2,552
23759,3746,1,2475.95,5,5,2,552
20204,3737,1,2475.95,5,5,2,552
25073,3410,1,2473.05,1,4,2,142
28949,3693,1,2473.05,5,5,2,552
28928,3679,1,2473.05,5,5,2,552
28952,3682,1,2473.04,5,5,2,552
25745,3558,1,2473.04,3,4,2,342
24668,3556,1,2473.04,3,4,2,342
24346,3654,1,2473.04,4,4,2,442
25078,3430,1,2473.04,1,3,2,132
30032,3831,2,2472.31,5,1,2,512
24203,3541,1,2469.05,3,3,2,332
25484,3428,1,2469.05,1,3,2,132
25076,3414,1,2469.05,1,4,2,142
25072,3415,1,2469.05,1,4,2,142
25075,3644,1,2469.05,4,4,2,442
25730,3642,1,2469.05,4,4,2,442
25400,3599,1,2469.05,4,4,2,442
25025,3673,1,2469.05,5,5,2,552
24807,3665,1,2469.05,5,5,2,552
24990,3652,1,2468.04,4,4,2,442
24417,3759,1,2467.02,5,5,2,552
24093,3734,1,2466.32,5,5,2,552
23629,3729,1,2466.32,5,5,2,552
23922,3648,1,2466.32,4,4,2,442
20659,3408,1,2466.32,1,4,2,142
20297,3696,1,2466.32,5,5,2,552
24582,3604,1,2466.32,4,4,2,442
16673,3587,1,2466.32,4,5,2,452
20639,3536,1,2466.32,3,3,2,332
18511,3418,1,2465.93,1,4,2,142
23921,3666,1,2465.28,5,5,2,552
19387,3414,2,2464.06,1,2,2,122
28953,3685,1,2462.55,5,5,2,552
24520,3588,1,2462.55,4,5,2,452
25186,3632,1,2462.55,4,4,2,442
25059,3646,1,2462.55,4,4,2,442
27869,3471,1,2462.55,2,3,2,232
25742,3557,1,2462.03,3,4,2,342
24183,3618,1,2461.55,4,4,2,442
24676,3580,1,2461.55,4,5,2,452
25015,3670,1,2461.55,5,5,2,552
28207,3762,1,2461.55,5,5,2,552
16132,3749,1,2459.62,5,5,2,552
19329,3434,2,2459.07,1,2,2,122
18008,3488,2,2459.07,2,2,2,222
20641,3507,1,2457.33,3,3,2,332
20544,3580,1,2457.33,4,5,2,452
23764,3715,1,2457.33,5,5,2,552
27309,3707,1,2457.33,5,5,2,552
27948,3617,1,2457.33,4,4,2,442
23925,3645,1,2457.33,4,4,2,442
24870,3574,1,2457.33,3,5,2,352
24852,3592,1,2457.33,4,5,2,452
22691,3477,1,2457.33,2,3,2,232
24068,3469,1,2457.33,2,3,2,232
20644,3465,1,2457.33,2,3,2,232
20648,3435,1,2457.33,1,3,2,132
20658,3428,1,2457.33,1,3,2,132
16783,3441,1,2457.33,1,3,2,132
20039,3749,1,2457.33,5,5,2,552
18415,3410,1,2454.98,1,4,2,142
17999,3492,2,2454.08,2,2,2,222
17996,3495,2,2454.08,2,2,2,222
25464,3414,1,2453.04,1,4,2,142
25185,3633,1,2453.04,4,4,2,442
29113,3653,1,2453.04,4,4,2,442
29359,3450,1,2453.04,2,3,2,232
23666,3496,1,2453.04,2,3,2,232
25289,3592,1,2453.04,4,5,2,452
24654,3576,1,2453.04,3,5,2,352
24739,3548,1,2453.04,3,4,2,342
25414,3610,1,2453.04,4,4,2,442
25767,3598,1,2453.04,4,4,2,442
25736,3612,1,2453.04,4,4,2,442
24341,3712,1,2453.04,5,5,2,552
24681,3702,1,2453.04,5,5,2,552
20337,3704,1,2452.34,5,5,2,552
25798,3482,1,2452.34,2,3,2,232
20642,3478,1,2452.34,2,3,2,232
23635,3732,1,2452.34,5,5,2,552
28697,3527,1,2452.04,3,3,2,332
24700,3492,1,2452.04,2,3,2,232
24799,3469,1,2452.04,2,3,2,232
29178,3653,1,2452.04,4,4,2,442
29180,3649,1,2452.04,4,4,2,442
28729,3670,1,2452.04,5,5,2,552
28731,3656,1,2452.04,4,5,2,452
29407,3589,1,2452.04,4,5,2,452
16727,3616,1,2451.3,4,4,2,442
16732,3567,1,2451.3,3,4,2,342
20302,3684,1,2451.3,5,5,2,552
26205,3434,1,2451.3,1,3,2,132
25775,3500,1,2451.3,2,3,2,232
20183,3738,1,2451.3,5,5,2,552
23607,3753,1,2451.3,5,5,2,552
22828,3753,1,2451.3,5,5,2,552
17987,3495,2,2450.08,2,2,2,222
18039,3492,2,2450.08,2,2,2,222
14732,3429,2,2450.08,1,2,2,122
24794,3477,1,2448.04,2,3,2,232
25047,3432,1,2448.04,1,3,2,132
25180,3626,1,2447.05,4,4,2,442
29190,3660,1,2447.05,4,5,2,452
29247,3721,1,2447.05,5,5,2,552
27864,3614,1,2447.05,4,4,2,442
24446,3600,1,2447.05,4,4,2,442
24633,3612,1,2447.05,4,4,2,442
29319,3645,1,2447.05,4,4,2,442
25064,3644,1,2447.05,4,4,2,442
29043,3751,1,2447.05,5,5,2,552
24421,3741,1,2447.05,5,5,2,552
29857,3465,5,2446.38,2,1,2,212
16866,3481,1,2444.45,2,3,2,232
24357,3634,1,2443.55,4,4,2,442
24444,3610,1,2443.55,4,4,2,442
27867,3548,1,2443.55,3,4,2,342
24343,3700,1,2443.55,5,5,2,552
24348,3663,1,2443.55,5,5,2,552
23906,3667,1,2443.35,5,5,2,552
27943,3658,1,2443.35,4,5,2,452
20347,3657,1,2443.35,4,5,2,452
20340,3677,1,2443.35,5,5,2,552
27316,3705,1,2443.35,5,5,2,552
16235,3718,1,2443.35,5,5,2,552
28901,3565,1,2443.35,3,4,2,342
24053,3559,1,2443.35,3,4,2,342
20482,3591,1,2443.35,4,5,2,452
23926,3587,1,2443.35,4,5,2,452
16728,3607,1,2443.35,4,4,2,442
20377,3620,1,2443.35,4,4,2,442
22464,3650,1,2443.35,4,4,2,442
16789,3414,1,2443.35,1,4,2,142
26207,3410,1,2443.35,1,4,2,142
16776,3496,1,2443.35,2,3,2,232
25778,3466,1,2443.35,2,3,2,232
26382,3741,1,2443.35,5,5,2,552
29149,4056,1,2443.35,5,5,2,552
28798,4078,1,2443.35,5,5,2,552
25393,4078,1,2443.35,5,5,2,552
28834,4085,1,2443.35,5,5,2,552
25875,4086,1,2443.35,5,5,2,552
28836,4087,1,2443.35,5,5,2,552
25883,4088,1,2443.35,5,5,2,552
25892,4090,1,2443.35,5,5,2,552
25864,4093,1,2443.35,5,5,2,552
25363,4094,1,2443.35,5,5,2,552
25100,4099,1,2443.35,5,5,2,552
28850,4099,1,2443.35,5,5,2,552
29281,4017,1,2443.35,5,5,2,552
29159,4019,1,2443.35,5,5,2,552
25995,3955,1,2443.35,5,5,2,552
22323,3746,1,2443.35,5,5,2,552
26420,3729,1,2443.35,5,5,2,552
20181,3757,1,2443.35,5,5,2,552
20038,3767,1,2443.35,5,5,2,552
28766,4128,1,2443.35,5,5,2,552
28663,4130,1,2443.35,5,5,2,552
25361,4100,1,2443.35,5,5,2,552
28802,4101,1,2443.35,5,5,2,552
25095,4101,1,2443.35,5,5,2,552
28659,4109,1,2443.35,5,5,2,552
25061,4111,1,2443.35,5,5,2,552
24786,4117,1,2443.35,5,5,2,552
25094,4121,1,2443.35,5,5,2,552
26294,3828,1,2443.35,5,5,2,552
26013,3934,1,2443.35,5,5,2,552
28326,3723,1,2442.54,5,5,2,552
24433,3742,1,2442.54,5,5,2,552
23328,3529,1,2442.54,3,3,2,332
17038,3461,1,2442.28,2,3,2,232
26822,3439,1,2442.03,1,3,2,132
28416,3617,1,2442.03,4,4,2,442
29480,3569,1,2442.03,3,4,2,342
25724,3670,1,2442.03,5,5,2,552
18378,3432,1,2439.99,1,3,2,132
20581,3462,1,2439.99,2,3,2,232
17171,3460,1,2439.99,2,3,2,232
16969,3446,1,2439.99,2,3,2,232
18122,3469,1,2439.99,2,3,2,232
18068,3463,1,2439.99,2,3,2,232
24754,3544,1,2439.98,3,3,2,332
21037,3429,3,2438.28,1,1,2,112
24811,3493,1,2438.06,2,3,2,232
24997,3414,1,2438.06,1,4,2,142
25008,3414,1,2438.06,1,4,2,142
25038,3406,1,2438.06,1,4,2,142
24818,3651,1,2438.06,4,4,2,442
29308,3640,1,2438.06,4,4,2,442
29317,3622,1,2438.06,4,4,2,442
25184,3636,1,2438.06,4,4,2,442
24432,3637,1,2438.06,4,4,2,442
24815,3668,1,2438.06,5,5,2,552
29196,3668,1,2438.06,5,5,2,552
24998,3675,1,2438.06,5,5,2,552
24436,3711,1,2438.06,5,5,2,552
